CNN,the_geom,SpeedLimit,STREETNAME,Over_pct,O5mph_pct,Speed_avg,SpeedO_avg,Spd5O_avg
11842000,"LINESTRING (-122.41517228932517 37.75243964534755, -122.41501433103663 37.750836981539926)",0,SHOTWELL ST,17.07,3.26,18.7,28.43,34.52
11558000,"LINESTRING (-122.40278966477491 37.80124217205838, -122.4029736764744 37.80216674957772)",25,SANSOME ST,62,23,25.85,28.94,32.22
11571000,"LINESTRING (-122.46610726137594 37.736688189826, -122.46628365317999 37.736301224768894, -122.4663228531631 37.73608688377503, -122.46631983169107 37.735887478770195, -122.46624768051798 37.73493714332398)",0,SANTA CLARA AVE,65.72,17.34,26.41,29.11,35
11572000,"LINESTRING (-122.46624768051798 37.73493714332398, -122.46619904425859 37.73411052223016, -122.46611896599569 37.73384509904652, -122.46597247766272 37.733554687818504, -122.46565867824413 37.733152898843656)",0,SANTA CLARA AVE,33.87,6.66,23.44,29.55,39.96
11510000,"LINESTRING (-122.43103777930146 37.76599632954526, -122.43102547100516 37.765867986419856)",0,SANCHEZ ST,66.5,20,26.48,28.95,33.5
11514000,"LINESTRING (-122.43066230466687 37.76208088074386, -122.4306501767196 37.761954408272025)",0,SANCHEZ ST,7.87,1.52,17.14,27.97,32
11465000,"LINESTRING (-122.45095624579582 37.715493512443096, -122.45190833014408 37.71438065934563, -122.45217408406953 37.71410376283526)",25,SAN JOSE AVE,94.74,63.16,31.14,31.65,33.97
11439102,"LINESTRING (-122.42843698063227 37.7349509495691, -122.42956694499347 37.734323178607085)",0,SAN JOSE AVE,100,100,47.14,47.14,47.14
11442000,"LINESTRING (-122.43845939730242 37.72991244401491, -122.43885364150283 37.72966897771095)",0,SAN JOSE AVE,92.5,61.5,30.75,31.49,33.75
11443000,"LINESTRING (-122.43885364150283 37.72966897771095, -122.43898319453126 37.729588970495605)",0,SAN JOSE AVE,92.5,61.5,30.75,31.49,33.75
11453000,"LINESTRING (-122.44238719041059 37.7257926849676, -122.44306587599422 37.724988297316564)",0,SAN JOSE AVE,91,52,30.38,31.2,34.36
11454000,"LINESTRING (-122.44306587599422 37.724988297316564, -122.44474662480474 37.72296657172764)",0,SAN JOSE AVE,91,52,30.38,31.2,34.36
11437201,"LINESTRING (-122.42266944527634 37.74394224105161, -122.4227627241236 37.743855489491054, -122.42304255252458 37.74311400037415)",30,SAN JOSE AVE,45.5,16,29.35,34.2,38.25
11394000,"LINESTRING (-122.39954775393882 37.71539031772135, -122.39956662502377 37.715201029691556, -122.39969737306903 37.71501050433646, -122.39993972483359 37.714875377480844, -122.40044937100231 37.71473093961955)",25,SAN BRUNO AVE,54.73,18.12,24.8,29.06,33.22
11395000,"LINESTRING (-122.40044937100231 37.71473093961955, -122.40121056196459 37.71452177744387, -122.40162571396351 37.71451507582296, -122.40178937916664 37.71445187125715, -122.40188448968969 37.71435949138394, -122.40198142590519 37.71417287443747, -122.40209579510656 37.7135082031512)",25,SAN BRUNO AVE,54.73,18.12,24.8,29.06,33.22
11341000,"LINESTRING (-122.46729818441463 37.73713231612272, -122.46715741389448 37.73498673563266, -122.46713480687474 37.73489826502186)",0,SAN BENITO WAY,40.32,10.3,23.18,28.5,32.86
11342000,"LINESTRING (-122.46713480687474 37.73489826502186, -122.46699849012002 37.7330921418088)",0,SAN BENITO WAY,38.47,8.35,22.65,28.28,32.9
11282000,"LINESTRING (-122.45900546805248 37.71138732989201, -122.46206325742028 37.71137272923072)",30,SAGAMORE ST,69,24,31.92,34.41,38.94
11283000,"LINESTRING (-122.46206325742028 37.71137272923072, -122.46257005115457 37.71137030155534)",30,SAGAMORE ST,69,24,31.92,34.41,38.94
11193000,"LINESTRING (-122.43318514322128 37.71968063717436, -122.4323851865974 37.71929846234561)",0,RUSSIA AVE,10.93,0.73,19.29,27.48,34.24
11147101,"LINESTRING (-122.44379547009098 37.76329559589889, -122.44381245748008 37.763243184437776, -122.4445625290764 37.76254482727439, -122.44466762608208 37.762495721355805)",0,ROOSEVELT WAY,82.68,34.37,28,29.5,33.03
11147201,"LINESTRING (-122.44379547009098 37.76329559589889, -122.44386429357795 37.76327267912276, -122.4446091321578 37.76257919352726, -122.44466762608208 37.762495721355805)",0,ROOSEVELT WAY,82.68,34.37,28,29.5,33.03
11140000,"LINESTRING (-122.43729899391924 37.76722193011006, -122.43729182961654 37.767045826512714, -122.43728860136865 37.7669220471515, -122.43733380009574 37.76676217182191, -122.43748539527317 37.766644322833564, -122.43768472736237 37.76658711529395, -122.43787937479313 37.76661079518684, -122.43821962632747 37.766701399013336, -122.43829138374649 37.766725780459346)",0,ROOSEVELT WAY,43.89,4,24.04,27.77,35.44
11142000,"LINESTRING (-122.43950184020574 37.76657552470472, -122.44124168287459 37.76527085846609)",0,ROOSEVELT WAY,85.09,46.45,28.8,30.32,33.09
11027000,"LINESTRING (-122.45339429451901 37.72983659368038, -122.45340856148115 37.73067203616769)",0,RIDGEWOOD AVE,25.54,3.59,21.47,27.86,33.12
11030000,"LINESTRING (-122.453419052445 37.73230557092724, -122.45342500478004 37.73303961746485)",0,RIDGEWOOD AVE,1.84,0,17.02,27,0
10977000,"LINESTRING (-122.38829225816728 37.73060610288352, -122.39016440092462 37.73166293871902)",0,REVERE AVE,38.1,9.68,22.73,28.69,33.67
10814000,"LINESTRING (-122.38772939004261 37.73123178855106, -122.38960059961366 37.7322899622619)",0,QUESADA AVE,51.05,20,25.17,30.84,36.81
10792000,"LINESTRING (-122.43170028732416 37.764324012289656, -122.43154484001013 37.762703174030534)",0,PROSPER ST,0,0,15.54,0,0
10662000,"LINESTRING (-122.40741973740488 37.76448782956115, -122.40730484745531 37.76318780190267)",25,POTRERO AVE,73,35.5,27.62,29.91,32.99
10668101,"LINESTRING (-122.40669900153416 37.75683373379676, -122.40663134657902 37.756746463900576, -122.40658829424186 37.756257190019014, -122.40663579991313 37.75616698371996)",25,POTRERO AVE,80,35.5,28.3,30.03,33.83
10668201,"LINESTRING (-122.40669900153416 37.75683373379676, -122.40674198591789 37.75674204968214, -122.40669819260592 37.756250915869394, -122.40663579991313 37.75616698371996)",25,POTRERO AVE,80,35.5,28.3,30.03,33.83
10669101,"LINESTRING (-122.40663579991313 37.75616698371996, -122.40656352378674 37.7560803040872, -122.40643190568038 37.754654246228185, -122.4064804580592 37.75456421236116)",25,POTRERO AVE,80,35.5,28.3,30.03,33.83
10669201,"LINESTRING (-122.40663579991313 37.75616698371996, -122.40668477963959 37.756075130452565, -122.40654246319785 37.75465034980149, -122.4064804580592 37.75456421236116)",25,POTRERO AVE,80,35.5,28.3,30.03,33.83
10618102,"LINESTRING (-122.45574766762053 37.74207462214197, -122.45595053830048 37.741850549926276, -122.45619257025538 37.741657550518205, -122.45746755316897 37.74096880687782)",35,PORTOLA DR,54.5,21,35.52,39.11,42.48
10618103,"LINESTRING (-122.45746755316897 37.74096880687782, -122.45795173582911 37.740726212718386, -122.45818499998875 37.740635399164255)",35,PORTOLA DR,54.5,21,35.52,39.11,42.48
10618104,"LINESTRING (-122.45818499998875 37.740635399164255, -122.45874997735845 37.740499004470955, -122.4589046645023 37.740535221872584)",35,PORTOLA DR,54.5,21,35.52,39.11,42.48
10618202,"LINESTRING (-122.45636074169943 37.74166815254478, -122.4574844282977 37.74106558634843, -122.45771074441373 37.7409584219636, -122.45804437248704 37.740831644821014, -122.45811959163272 37.74078760624176, -122.45846257599956 37.74067493538803, -122.458766362845 37.74060926889299, -122.4589046645023 37.740535221872584)",35,PORTOLA DR,54.5,21,35.52,39.11,42.48
10619101,"LINESTRING (-122.4589046645023 37.740535221872584, -122.4590508533991 37.740456795217725, -122.4603461008491 37.740325608417926, -122.46094288798173 37.74024738465958, -122.46106405201762 37.74029377051645)",35,PORTOLA DR,54.5,21,35.52,39.11,42.48
10619201,"LINESTRING (-122.4589046645023 37.740535221872584, -122.45932667397146 37.74054768720673, -122.46034631396648 37.740435249599116, -122.460951330956 37.740360082746925, -122.46106405201762 37.74029377051645)",35,PORTOLA DR,54.5,21,35.52,39.11,42.48
10620101,"LINESTRING (-122.46106405201762 37.74029377051645, -122.46121941647806 37.740213812206925, -122.46198273885717 37.740143950232, -122.46282394544508 37.74004425471125)",35,PORTOLA DR,54.5,21,35.52,39.11,42.48
10620201,"LINESTRING (-122.46106405201762 37.74029377051645, -122.46123621277223 37.74033855674797, -122.4626223514038 37.74016187540994, -122.46302181947812 37.74011949979757, -122.46374656588308 37.74004845664143)",35,PORTOLA DR,54.5,21,35.52,39.11,42.48
10611101,"LINESTRING (-122.44334726357057 37.750082608932566, -122.44329358628013 37.749995773197824, -122.44343608538648 37.74942040483684, -122.44357285829695 37.74914658271028, -122.4437165509538 37.748999169399525, -122.44394712553985 37.748694570959884, -122.44411482493761 37.74835989361999, -122.44407674695357 37.74802861007073, -122.44401157922478 37.74778593850812, -122.44402119636293 37.74752906737012, -122.44416576757932 37.74724543646208, -122.44432553670823 37.747084440564024, -122.44455366420107 37.74697474615001, -122.44471083617618 37.74691994706296, -122.44484722572241 37.74694537287518)",35,PORTOLA DR,12.5,2.5,29.82,38,42
10611201,"LINESTRING (-122.44334726357057 37.750082608932566, -122.44344120197144 37.75001456550277, -122.44355341376135 37.74944320587174, -122.44370416956909 37.749176761959916, -122.44381024656664 37.74904034923593, -122.44409263542316 37.74868528972353, -122.44426695100475 37.74838023170356, -122.4442213423825 37.74803058379277, -122.44415834556874 37.74779052163955, -122.4441724537891 37.747555615754756, -122.44429242241004 37.74730853166394, -122.44442560982606 37.7471743214898, -122.44462014061705 37.74708078245774, -122.44474049106266 37.74704506616484, -122.44484722572241 37.74694537287518)",35,PORTOLA DR,12.5,2.5,29.82,38,42
10539000,"LINESTRING (-122.50622149138731 37.77989536050415, -122.50729998209498 37.77998209446551)",30,POINT LOBOS AVE,25.5,5,26.92,33.18,38
10544000,"LINESTRING (-122.5114241395776 37.77940966364196, -122.51169499726016 37.77926478365743, -122.51184653979999 37.77918611630312, -122.51207542618242 37.77910195948124, -122.51228691951744 37.779054576668706, -122.51250833729918 37.779034121495435, -122.51266068272204 37.77903360533443, -122.5128514388177 37.77904493948737, -122.51302068216043 37.779037880657754, -122.51318179365956 37.77902158031063, -122.51336032434502 37.77896954754904, -122.51349125429927 37.77890582100915, -122.51356801893937 37.77883051297347, -122.51359920122842 37.77876953187072, -122.51361671888608 37.77868898204804, -122.51361203196373 37.778612980731374, -122.51357990064861 37.77849367418112, -122.5133497724333 37.778047367939514, -122.51328304386635 37.777959919656155, -122.51320757786343 37.77788929611952, -122.51310962505572 37.77781280283986, -122.51301340806312 37.777751912706236, -122.51291271663166 37.77767129687455, -122.51279668106375 37.777557592766506, -122.51265951394394 37.777391095365786, -122.51252810687329 37.77724325958398, -122.51242682380408 37.77714076786247, -122.51228701852668 37.77702225717005, -122.51213157271695 37.77690818243121, -122.51193832557027 37.77675619051675)",30,POINT LOBOS AVE,43,9.5,28.8,33.16,37.26
10491000,"LINESTRING (-122.44191562000121 37.78690033075331, -122.44355977881911 37.786690919143446)",30,PINE ST,35,4,28.35,32.71,38.25
10517000,"LINESTRING (-122.45607963465534 37.71578782706015, -122.45608692019452 37.7166304793403)",25,PLYMOUTH AVE,36.76,7.68,22.79,28.18,32.66
10526000,"LINESTRING (-122.4565821245703 37.725808651580174, -122.45643702502817 37.72627720750182, -122.45641826732825 37.726494514077324, -122.45642154822892 37.72661915052194, -122.45645163408238 37.72675467739977, -122.45651759395643 37.727168139765965, -122.45653703904792 37.72758998178306)",25,PLYMOUTH AVE,20.42,3.74,19.22,28.05,32.75
10471000,"LINESTRING (-122.41226618705585 37.79067278390388, -122.4139158795537 37.79046311471932)",30,PINE ST,22,3,26.65,32.68,37
10482000,"LINESTRING (-122.42871211101247 37.78857706793374, -122.43035591803937 37.788368312545764)",30,PINE ST,21,3,26.45,32.95,38.67
10390000,"LINESTRING (-122.4523315610493 37.723080243335374, -122.45238150496925 37.72786836934809, -122.4523278681689 37.72830349291029)",25,PHELAN AVE,78.11,29.35,27.47,29.1,32.59
10391000,"LINESTRING (-122.4523278681689 37.72830349291029, -122.45244157069835 37.72850248311112)",0,PHELAN AVE,78.11,29.35,27.47,29.1,32.59
10336000,"LINESTRING (-122.39312262863012 37.757650785149416, -122.39288410026582 37.75509563879601)",0,PENNSYLVANIA AVE,86.5,47,29.52,30.76,33.91
10338000,"LINESTRING (-122.3926393865324 37.75254468285339, -122.39257792464414 37.75194219876596)",0,PENNSYLVANIA AVE,83,45.5,28.82,30.31,33.04
10338001,"LINESTRING (-122.39257792464414 37.75194219876596, -122.39253145680397 37.7514866883762)",0,PENNSYLVANIA AVE,83,45.5,28.82,30.31,33.04
10338002,"LINESTRING (-122.39253145680397 37.7514866883762, -122.39238199283471 37.750021506325574)",0,PENNSYLVANIA AVE,83,45.5,28.82,30.31,33.04
10309000,"LINESTRING (-122.39834811455707 37.723036159255415, -122.39921440712865 37.7232423906115)",0,PAUL AVE,54.97,18.02,24.65,28.99,33.08
10223000,"LINESTRING (-122.39096788915649 37.73401387234893, -122.39277593107242 37.7350381011961)",0,PALOU AVE,54.5,10.5,25.08,28.01,32.24
10224000,"LINESTRING (-122.39277593107242 37.7350381011961, -122.3946620590971 37.73610650568736)",0,PALOU AVE,54.5,10.5,25.08,28.01,32.24
10225000,"LINESTRING (-122.3946620590971 37.73610650568736, -122.39568562716484 37.73668628353856)",0,PALOU AVE,54.5,10.5,25.08,28.01,32.24
10226000,"LINESTRING (-122.39568562716484 37.73668628353856, -122.39651523605686 37.73715618446271)",0,PALOU AVE,54.5,10.5,25.08,28.01,32.24
9876301,"LINESTRING (-122.42375837906793 37.772957392587635, -122.42383502648964 37.77304318681842, -122.42398548301425 37.77378867496743, -122.42394706119438 37.7738892381271)",30,OCTAVIA ST,0.96,0,17.26,32,0
9876401,"LINESTRING (-122.42375837906793 37.772957392587635, -122.42372060572964 37.77305773695696, -122.42387154091934 37.77380316336061, -122.42394706119438 37.7738892381271)",30,OCTAVIA ST,0.96,0,17.26,32,0
9877101,"LINESTRING (-122.4240118881786 37.773403973467104, -122.42408533264079 37.77377597831218, -122.42394706119438 37.7738892381271)",0,OCTAVIA ST,3.07,0.06,16.2,27.1,32
9877201,"LINESTRING (-122.42369950202134 37.77344373703084, -122.42377332645025 37.773815651984286, -122.42394706119438 37.7738892381271)",0,OCTAVIA ST,3.07,0.06,16.2,27.1,32
9836201,"LINESTRING (-122.46531261927731 37.72640527570436, -122.46537958725779 37.72647994778291, -122.46564424723255 37.726581414489694, -122.46599238200993 37.72678493485089, -122.46607319925963 37.726785003830265)",25,OCEAN AVE,83.5,33.5,28.22,29.49,33.19
9821101,"LINESTRING (-122.45513565871254 37.72367236521493, -122.45518071169347 37.72365346036857, -122.45611300187176 37.72385030834797, -122.45615046550739 37.7238866358439)",25,OCEAN AVE,35.5,4,23.75,27.56,32
9821201,"LINESTRING (-122.45513565871254 37.72367236521493, -122.45517358837533 37.72370879076192, -122.4560882365744 37.723901914064015, -122.45615046550739 37.7238866358439)",25,OCEAN AVE,35.5,4,23.75,27.56,32
9822101,"LINESTRING (-122.45615046550739 37.7238866358439, -122.45619334474982 37.72386727189951, -122.45648684327716 37.72392924040835, -122.45651601571154 37.72396381663689)",25,OCEAN AVE,35.5,4,23.75,27.56,32
9822201,"LINESTRING (-122.45615046550739 37.7238866358439, -122.45618090987888 37.72392148119898, -122.45646947621636 37.723982407818085, -122.45651601571154 37.72396381663689)",25,OCEAN AVE,35.5,4,23.75,27.56,32
9836101,"LINESTRING (-122.46531261927731 37.72640527570436, -122.46541219219111 37.726413287465576, -122.4656993703156 37.7265313522479, -122.46604476743262 37.72672081472329, -122.46607319925963 37.726785003830265)",25,OCEAN AVE,83.5,33.5,28.22,29.49,33.19
9790000,"LINESTRING (-122.39409283308188 37.736728652059455, -122.39511932951234 37.73731363187178)",30,OAKDALE AVE,32,3,27.65,32.47,37
9791000,"LINESTRING (-122.39511932951234 37.73731363187178, -122.39594482657058 37.737784054501965)",30,OAKDALE AVE,32,3,27.65,32.47,37
9794000,"LINESTRING (-122.39968548768056 37.73990197393598, -122.40155570068472 37.74096192799509)",30,OAKDALE AVE,54.5,14,30.02,33.47,37.71
9809101,"LINESTRING (-122.43880857361147 37.723601276135064, -122.43890880618375 37.72355821596572, -122.43976106189213 37.723459699003406, -122.43985044107559 37.72348084084929)",25,OCEAN AVE,80,24,27.25,28.62,32.42
9809201,"LINESTRING (-122.43880857361147 37.723601276135064, -122.43890414395192 37.7236198844534, -122.43976274527299 37.72352063401964, -122.43985044107559 37.72348084084929)",25,OCEAN AVE,80,24,27.25,28.62,32.42
9810101,"LINESTRING (-122.43985044107559 37.72348084084929, -122.43994040497205 37.723448136339194, -122.44097111219102 37.72332283514465, -122.44105016305399 37.723342145596966)",25,OCEAN AVE,80,24,27.25,28.62,32.42
9810201,"LINESTRING (-122.43985044107559 37.72348084084929, -122.43995693214222 37.72349857634032, -122.44095779936428 37.72338308178682, -122.44105016305399 37.723342145596966)",25,OCEAN AVE,80,24,27.25,28.62,32.42
9747101,"LINESTRING (-122.45162398710133 37.74553423747465, -122.45150431163114 37.745460534292526, -122.4505184816214 37.74424903210567, -122.45019631475985 37.74386231756745, -122.44992921547318 37.74352102216628, -122.4497718733693 37.74334185788719, -122.4495256709868 37.74311248456483, -122.44931111598957 37.742977034969094, -122.44910455384908 37.74288956755057, -122.44880174728775 37.74281260292913, -122.44847739004368 37.74276985125174, -122.44737498240463 37.74267402670759, -122.44709363233866 37.74264481700562, -122.44680910300605 37.74258001916305, -122.44661390422135 37.74249770670777, -122.44646343855094 37.74240930799453, -122.4463490137982 37.74232565991127, -122.44625422417943 37.74222030393544, -122.44617696005197 37.742098618363606, -122.44611288853407 37.74188048712451, -122.44607495036523 37.74154609129804, -122.44602115770805 37.74137768588715, -122.44597848404598 37.74129107066938, -122.44596433012437 37.74119873482513)",35,OSHAUGHNESSY BLVD,40,5.5,33.62,37.75,42.45
9747201,"LINESTRING (-122.45162398710133 37.74553423747465, -122.45158877848338 37.74542884152698, -122.45058732133057 37.744212869120645, -122.45059249491025 37.74409097794273, -122.44991863970756 37.74327176327524, -122.44978953521985 37.74325727200743, -122.44958329869296 37.743065132289765, -122.44935659074963 37.74292201069655, -122.44913681345363 37.74282894818188, -122.44882118678167 37.74274872414745, -122.44848864724455 37.7427048946894, -122.44738482442064 37.742608946856485, -122.44711045170524 37.74258046179298, -122.4468401723619 37.74251890904945, -122.44665804917258 37.742442109754734, -122.44651608539745 37.742358705819115, -122.44641120410627 37.74228203429686, -122.44632354611315 37.74218460671135, -122.44625707997577 37.742072347215355, -122.44619483699834 37.74187234652285, -122.44615656643323 37.74153502360869, -122.44609989556496 37.741357610245714, -122.44605915400514 37.74127491505807, -122.44596433012437 37.74119873482513)",35,OSHAUGHNESSY BLVD,40,5.5,33.62,37.75,42.45
9756000,"LINESTRING (-122.42917834353015 37.77418142246692, -122.4308247131891 37.773972520797834)",30,OAK ST,8,1,24.85,32.62,37
9767000,"LINESTRING (-122.44731242078947 37.77187774246644, -122.4489579941564 37.77166873961301)",30,OAK ST,44,11,29.35,33.59,38.36
9695000,"LINESTRING (-122.42036904639833 37.80572025669117, -122.42200682152446 37.80549664848138)",0,NORTH POINT ST,27,6.5,22.25,28.57,33.54
9689000,"LINESTRING (-122.41214142440185 37.80675808339989, -122.4137866598227 37.80655463378414)",0,NORTH POINT ST,28,6,22.25,28.07,32
9607000,"LINESTRING (-122.43357220802173 37.76917836920708, -122.43340825877952 37.7674615834069)",0,NOE ST,41.33,8.91,23.33,28.75,35.11
9520000,"LINESTRING (-122.44308553057724 37.719382879066856, -122.44404447311268 37.720155496865544, -122.4443831750311 37.72042542104196, -122.44464532404467 37.72057906680259, -122.44481148833682 37.72059607583835)",0,NAVAJO AVE,20.77,3.56,19.16,28.19,33.92
9399000,"LINESTRING (-122.42646815177044 37.72282560320122, -122.42764464762637 37.72125761970109)",0,MOSCOW ST,21.12,5.08,20.32,28.73,34.19
9275101,"LINESTRING (-122.44202054445508 37.73157396578995, -122.44212231934053 37.73153117767735, -122.44429996530378 37.73151830384416)",30,MONTEREY BLVD,68.34,20.1,31.62,33.99,38.75
9275201,"LINESTRING (-122.44202054445508 37.73157396578995, -122.44211778099744 37.731614609806186, -122.44430217313764 37.7316048169432)",30,MONTEREY BLVD,68.34,20.1,31.62,33.99,38.75
9211000,"LINESTRING (-122.39640513564702 37.761300391369645, -122.39628388304246 37.760025691846266)",0,MISSOURI ST,11.83,1.33,18.76,28,35.89
9150000,"LINESTRING (-122.4263911651591 37.73367501690145, -122.42930439726656 37.73074217301034)",0,MISSION ST,97,70.5,32.75,33.08,35.37
9116000,"LINESTRING (-122.41966897267213 37.765051337287616, -122.4195127368202 37.76342927310514)",0,MISSION ST,26.13,8.59,20.47,30.44,37.45
9009000,"LINESTRING (-122.46010759247915 37.7703993499992, -122.46076517225997 37.770318474086636, -122.46111117563039 37.77034316249849, -122.46142759474864 37.77032799699545, -122.46180005120073 37.7702865158409, -122.46275923159571 37.77006590710534, -122.46440191084008 37.76966932700393, -122.46475622535331 37.76952472928896, -122.46520118195231 37.76924546936389, -122.46576736798859 37.76879499134077, -122.46629689762929 37.768443200705605, -122.46700443085282 37.76801260088346)",25,MIDDLE EAST DR,52.18,20.35,24.23,29.44,33.25
8911000,"LINESTRING (-122.45544066912333 37.77561129780831, -122.45647270036223 37.77548326521021)",0,MCALLISTER ST,47.63,13.79,23.41,28.7,32.87
8842000,"LINESTRING (-122.44762010698393 37.78508363534675, -122.44757854967514 37.784998355198816, -122.44754963572845 37.784906799213026, -122.44714943667059 37.78303067760533, -122.44717303412865 37.782710075707826, -122.44722562322723 37.782575774962915, -122.44730151303307 37.782391642061434)",30,MASONIC AVE,26,7,26.98,33.73,38.43
8847000,"LINESTRING (-122.44684647030559 37.77766910898338, -122.44665991209844 37.776741636170556)",0,MASONIC AVE,89,29.5,28.25,29.05,33.19
8848000,"LINESTRING (-122.44665991209844 37.776741636170556, -122.44647082981776 37.77580159110298)",0,MASONIC AVE,89,29.5,28.25,29.05,33.19
8772101,"LINESTRING (-122.43941385155185 37.76142456604866, -122.43948061963329 37.76133911468981, -122.43978755054675 37.761191222424024, -122.43999098244782 37.76108633155111, -122.4400585651413 37.761074793797604)",30,MARKET ST,62.63,23.74,31.62,34.62,38.91
8772201,"LINESTRING (-122.43941385155185 37.76142456604866, -122.43950939349696 37.76144199802195, -122.4398329488271 37.76129624912027, -122.44006866232974 37.761177886156325)",30,MARKET ST,62.63,23.74,31.62,34.62,38.91
8774101,"LINESTRING (-122.44351704725766 37.76050921040393, -122.44354834610145 37.76043002006751, -122.44378582745425 37.76027572451939, -122.44457201047308 37.7597598871615, -122.44462942834008 37.7597083739108)",35,MARKET ST,39.71,9.31,33.47,38.17,42
8774102,"LINESTRING (-122.44462942834008 37.7597083739108, -122.44471614241698 37.759630579666386, -122.44477943826661 37.7595364550034, -122.44481572960375 37.7594490483328, -122.4448220438009 37.759408565725174)",35,MARKET ST,39.71,9.31,33.47,38.17,42
8774201,"LINESTRING (-122.44351704725766 37.76050921040393, -122.44360967819874 37.76049973498357, -122.44385320156609 37.76034151311656, -122.44463992495434 37.75983702536713, -122.44477778543283 37.75972130632547, -122.44486157983202 37.75960939201154, -122.4449287947245 37.759466468824975, -122.44494765210061 37.759407335615485)",35,MARKET ST,39.71,9.31,33.47,38.17,42
8776103,"LINESTRING (-122.44099875770392 37.756218484971164, -122.44097405460951 37.7561153970368, -122.44099893696782 37.75585952877633, -122.44118891754164 37.75558495276476, -122.44160785993594 37.754951042378664, -122.44172860077585 37.754636656200056)",35,MARKET ST,47.24,9.55,34.31,38.12,42.53
8776104,"LINESTRING (-122.44172860077585 37.754636656200056, -122.4418091694141 37.75448036848758, -122.44221528080116 37.75390264220585, -122.44237796384697 37.753662236737405)",35,MARKET ST,47.24,9.55,34.31,38.12,42.53
8776105,"LINESTRING (-122.44237796384697 37.753662236737405, -122.44243212740629 37.753581629756916, -122.44265977132987 37.752631619729215, -122.44272886020293 37.75256369905583)",35,MARKET ST,47.24,9.55,34.31,38.12,42.53
8776203,"LINESTRING (-122.4422195508143 37.75663916116226, -122.44196178129936 37.75654048082226, -122.44159650271467 37.75651034290192, -122.44129697587181 37.75638194532006, -122.44112260012332 37.75617854793133, -122.44109307314527 37.75610450204164, -122.44111424211941 37.75588681766439, -122.44129253740539 37.75562912908683, -122.44171713310516 37.75498666452496, -122.44184045263928 37.75466555852524)",35,MARKET ST,47.24,9.55,34.31,38.12,42.53
8776204,"LINESTRING (-122.44184045263928 37.75466555852524, -122.44184109357748 37.75466389065934, -122.44191528690382 37.75452100459701, -122.44231832144159 37.753947655369316, -122.44247641060413 37.75371897294023)",35,MARKET ST,47.24,9.55,34.31,38.12,42.53
8776205,"LINESTRING (-122.44247641060413 37.75371897294023, -122.44253175482325 37.753606681047025, -122.4426670822865 37.753041925352115)",35,MARKET ST,47.24,9.55,34.31,38.12,42.53
8776206,"LINESTRING (-122.4426670822865 37.753041925352115, -122.44276124155327 37.752648970974064, -122.44272886020293 37.75256369905583)",35,MARKET ST,47.24,9.55,34.31,38.12,42.53
8761101,"LINESTRING (-122.42485259867074 37.770747745587485, -122.42487942331017 37.770656894563366, -122.42620032826625 37.76961867541833, -122.42630943817616 37.7696025973564)",0,MARKET ST,67.68,23.23,26.62,29.09,33.09
8761201,"LINESTRING (-122.42485259867074 37.770747745587485, -122.42495823856255 37.7707263631314, -122.42628542538584 37.769683638970534, -122.42630943817616 37.7696025973564)",0,MARKET ST,67.68,23.23,26.62,29.09,33.09
8764101,"LINESTRING (-122.42894856643086 37.767504459546146, -122.42905368741637 37.767311144321255, -122.43059117595652 37.76609529580754, -122.43082439589438 37.76601373099769)",0,MARKET ST,66.5,20,26.48,28.95,33.5
8764201,"LINESTRING (-122.42894856643086 37.767504459546146, -122.42918196407913 37.76741336754369, -122.4307489465707 37.76617672705056, -122.43082439589438 37.76601373099769)",0,MARKET ST,66.5,20,26.48,28.95,33.5
8765101,"LINESTRING (-122.43082439589438 37.76601373099769, -122.43083970032977 37.765928259895425, -122.43091208380356 37.765875794702644, -122.43102547100516 37.765867986419856)",0,MARKET ST,66.5,20,26.48,28.95,33.5
8765201,"LINESTRING (-122.43082439589438 37.76601373099769, -122.4309547445967 37.76599362896022, -122.43101463280549 37.765950220186724, -122.43102547100516 37.765867986419856)",0,MARKET ST,66.5,20,26.48,28.95,33.5
8767101,"LINESTRING (-122.43307447114107 37.76419571317338, -122.43325898009665 37.763988567489136, -122.4344557623874 37.76303891036756, -122.43505109145157 37.762652750748934, -122.43518796222592 37.76267070809733)",0,MARKET ST,61,26.5,26.42,29.75,33.32
8767201,"LINESTRING (-122.43307447114107 37.76419571317338, -122.43341127048329 37.76406872873567, -122.43456022666966 37.76313833280304, -122.4351519049314 37.76274301126922, -122.43518796222592 37.76267070809733)",0,MARKET ST,61,26.5,26.42,29.75,33.32
8705101,"LINESTRING (-122.43999932364186 37.806077199238956, -122.44012289786447 37.80599758973347, -122.44191024735714 37.80576897345068, -122.442209785162 37.805786274817336)",25,MARINA BLVD,56.5,14,25.35,28.33,32.36
8705201,"LINESTRING (-122.43999932364186 37.806077199238956, -122.44014798259686 37.80612199098652, -122.44193532705653 37.805893375338826, -122.442209785162 37.805786274817336)",25,MARINA BLVD,56.5,14,25.35,28.33,32.36
8708101,"LINESTRING (-122.44565006378531 37.805368466809526, -122.4457535057131 37.80532694890055, -122.44721810552971 37.80513832528035, -122.44728687110387 37.80516008975261)",25,MARINA BLVD,56.5,10.5,25.15,28.02,32.48
